id_detalle,id_venta,id_producto,cantidad,precio_unitario,subtotal
54952,11893,8,2,1500,3000
54953,11893,3,1,2200,2200
54954,11893,4,1,900,900
54955,11894,1,3,1100,3300
54956,11894,3,2,2200,4400
54957,11895,7,1,3800,3800
54958,11895,3,1,2200,2200
54959,11895,4,3,900,2700
54960,11896,8,2,1500,3000
54961,11896,4,3,900,2700
54962,11896,1,3,1100,3300
54963,11896,5,1,1600,1600
54964,11896,2,1,1800,1800
54965,11897,6,3,750,2250
54966,11897,2,1,1800,1800
54967,11897,3,2,2200,4400
54968,11898,7,3,3800,11400
54969,11898,5,1,1600,1600
54970,11898,3,1,2200,2200
54971,11899,5,3,1600,4800
54972,11899,8,1,1500,1500
54973,11900,5,2,1600,3200
54974,11900,1,3,1100,3300
54975,11900,2,2,1800,3600
54976,11900,7,3,3800,11400
54977,11901,5,2,1600,3200
54978,11901,7,2,3800,7600
54979,11901,2,2,1800,3600
54980,11902,6,1,750,750
54981,11902,7,3,3800,11400
54982,11903,2,3,1800,5400
54983,11904,3,2,2200,4400
54984,11904,4,2,900,1800
54985,11904,6,2,750,1500
54986,11904,7,2,3800,7600
54987,11905,6,1,750,750
54988,11906,8,1,1500,1500
54989,11907,5,3,1600,4800
54990,11907,2,3,1800,5400
54991,11907,1,2,1100,2200
54992,11908,6,1,750,750
54993,11908,8,3,1500,4500
54994,11909,6,2,750,1500
54995,11910,7,2,3800,7600
54996,11911,2,2,1800,3600
54997,11911,7,2,3800,7600
54998,11911,5,2,1600,3200
54999,11911,4,2,900,1800
55000,11911,1,2,1100,2200
55001,11912,5,2,1600,3200
55002,11912,7,2,3800,7600
55003,11913,4,3,900,2700
55004,11914,8,2,1500,3000
55005,11914,5,3,1600,4800
55006,11915,1,1,1100,1100
55007,11915,6,1,750,750
55008,11916,4,1,900,900
55009,11916,1,1,1100,1100
55010,11917,2,1,1800,1800
55011,11918,4,1,900,900
55012,11919,8,2,1500,3000
55013,11919,1,2,1100,2200
55014,11919,3,3,2200,6600
55015,11920,5,2,1600,3200
55016,11920,2,1,1800,1800
55017,11921,5,2,1600,3200
55018,11922,7,2,3800,7600
55019,11922,6,3,750,2250
55020,11923,2,3,1800,5400
55021,11923,8,2,1500,3000
55022,11923,1,1,1100,1100
55023,11924,8,3,1500,4500
55024,11924,7,2,3800,7600
55025,11924,3,2,2200,4400
55026,11924,1,3,1100,3300
55027,11924,4,2,900,1800
55028,11925,8,3,1500,4500
55029,11926,4,2,900,1800
55030,11926,7,3,3800,11400
55031,11926,3,1,2200,2200
55032,11926,6,2,750,1500
55033,11927,4,2,900,1800
55034,11927,1,3,1100,3300
55035,11928,3,3,2200,6600
55036,11928,5,1,1600,1600
55037,11928,7,2,3800,7600
55038,11929,7,2,3800,7600
55039,11929,3,2,2200,4400
55040,11929,6,3,750,2250
55041,11930,4,2,900,1800
55042,11930,3,1,2200,2200
55043,11931,3,1,2200,2200
55044,11931,7,1,3800,3800
55045,11931,1,2,1100,2200
55046,11932,8,1,1500,1500
55047,11933,8,3,1500,4500
55048,11934,8,1,1500,1500
55049,11935,1,3,1100,3300
55050,11935,8,1,1500,1500
55051,11936,7,1,3800,3800
55052,11936,1,3,1100,3300
55053,11936,3,1,2200,2200
55054,11937,2,3,1800,5400
55055,11937,1,2,1100,2200
55056,11938,8,1,1500,1500
55057,11938,2,1,1800,1800
55058,11938,6,1,750,750
55059,11939,4,2,900,1800
55060,11939,1,3,1100,3300
55061,11939,8,2,1500,3000
55062,11940,3,2,2200,4400
55063,11940,5,1,1600,1600
55064,11940,1,3,1100,3300
55065,11941,7,3,3800,11400
55066,11941,3,2,2200,4400
55067,11941,2,3,1800,5400
55068,11941,6,3,750,2250
55069,11942,1,2,1100,2200
55070,11942,2,1,1800,1800
55071,11943,2,2,1800,3600
55072,11943,1,1,1100,1100
55073,11943,3,2,2200,4400
55074,11944,6,3,750,2250
55075,11944,2,3,1800,5400
55076,11944,5,2,1600,3200
55077,11944,3,2,2200,4400
55078,11945,6,2,750,1500
55079,11946,5,3,1600,4800
55080,11946,3,1,2200,2200
55081,11947,6,3,750,2250
55082,11947,1,2,1100,2200
55083,11947,8,3,1500,4500
55084,11947,5,3,1600,4800
55085,11948,4,3,900,2700
55086,11949,3,1,2200,2200
55087,11950,6,1,750,750
55088,11950,3,3,2200,6600
55089,11951,7,1,3800,3800
55090,11951,8,1,1500,1500
55091,11951,5,2,1600,3200
55092,11951,2,2,1800,3600
55093,11952,7,1,3800,3800
55094,11953,2,3,1800,5400
55095,11954,1,3,1100,3300
55096,11954,2,1,1800,1800
55097,11955,3,1,2200,2200
55098,11955,4,3,900,2700
55099,11955,5,3,1600,4800
55100,11956,8,1,1500,1500
55101,11957,7,3,3800,11400
55102,11958,3,1,2200,2200
55103,11958,1,1,1100,1100
55104,11958,2,3,1800,5400
55105,11959,2,1,1800,1800
55106,11959,4,2,900,1800
55107,11959,1,3,1100,3300
55108,11960,5,3,1600,4800
55109,11960,8,1,1500,1500
55110,11960,4,3,900,2700
55111,11960,6,1,750,750
55112,11960,1,3,1100,3300
55113,11961,7,1,3800,3800
55114,11961,2,2,1800,3600
55115,11961,3,3,2200,6600
55116,11961,4,3,900,2700
55117,11962,3,2,2200,4400
55118,11963,1,2,1100,2200
55119,11964,5,3,1600,4800
55120,11964,1,1,1100,1100
55121,11964,2,2,1800,3600
55122,11964,3,3,2200,6600
55123,11964,4,2,900,1800
55124,11965,2,2,1800,3600
55125,11965,7,3,3800,11400
55126,11966,2,3,1800,5400
55127,11966,5,2,1600,3200
55128,11966,8,3,1500,4500
55129,11966,7,1,3800,3800
55130,11967,3,1,2200,2200
55131,11967,6,3,750,2250
55132,11967,4,2,900,1800
55133,11967,5,2,1600,3200
55134,11967,1,1,1100,1100
55135,11968,2,2,1800,3600
55136,11968,7,3,3800,11400
55137,11968,6,1,750,750
55138,11969,7,2,3800,7600
55139,11970,6,3,750,2250
55140,11970,3,1,2200,2200
55141,11970,7,2,3800,7600
55142,11971,5,2,1600,3200
55143,11971,6,2,750,1500
55144,11971,3,3,2200,6600
55145,11971,1,1,1100,1100
55146,11972,5,2,1600,3200
55147,11972,2,3,1800,5400
55148,11972,4,3,900,2700
55149,11972,3,2,2200,4400
55150,11973,4,1,900,900
55151,11973,6,3,750,2250
55152,11974,4,2,900,1800
55153,11975,2,1,1800,1800
55154,11975,1,2,1100,2200
55155,11975,5,2,1600,3200
55156,11975,6,1,750,750
55157,11976,2,3,1800,5400
55158,11976,6,1,750,750
55159,11977,4,3,900,2700
55160,11977,8,2,1500,3000
55161,11977,3,1,2200,2200
55162,11977,7,3,3800,11400
55163,11978,2,1,1800,1800
55164,11978,8,3,1500,4500
55165,11978,6,3,750,2250
55166,11978,1,2,1100,2200
55167,11978,3,1,2200,2200
55168,11979,6,2,750,1500
55169,11979,7,1,3800,3800
55170,11980,5,2,1600,3200
55171,11980,1,1,1100,1100
55172,11980,2,1,1800,1800
55173,11980,6,2,750,1500
55174,11981,7,3,3800,11400
55175,11982,6,3,750,2250
55176,11982,3,3,2200,6600
55177,11983,2,1,1800,1800
55178,11983,3,1,2200,2200
55179,11983,5,1,1600,1600
55180,11984,4,3,900,2700
55181,11984,6,3,750,2250
55182,11984,7,1,3800,3800
55183,11985,8,1,1500,1500
55184,11986,6,3,750,2250
55185,11986,2,1,1800,1800
55186,11987,3,3,2200,6600
55187,11987,1,1,1100,1100
55188,11987,4,3,900,2700
55189,11988,8,3,1500,4500
55190,11988,5,1,1600,1600
55191,11988,1,1,1100,1100
55192,11989,1,2,1100,2200
55193,11989,8,1,1500,1500
55194,11990,7,1,3800,3800
55195,11990,2,1,1800,1800
55196,11990,1,3,1100,3300
55197,11990,6,1,750,750
55198,11990,5,2,1600,3200
55199,11991,8,1,1500,1500
55200,11991,2,2,1800,3600
55201,11992,4,1,900,900
55202,11993,8,1,1500,1500
55203,11993,5,3,1600,4800
55204,11993,3,2,2200,4400
55205,11993,4,1,900,900
55206,11994,6,2,750,1500
55207,11994,2,1,1800,1800
55208,11994,8,3,1500,4500
55209,11995,5,3,1600,4800
55210,11995,3,2,2200,4400
55211,11996,4,1,900,900
55212,11996,1,1,1100,1100
55213,11996,5,3,1600,4800
55214,11997,5,3,1600,4800
55215,11997,7,3,3800,11400
55216,11998,3,1,2200,2200
55217,11998,4,3,900,2700
55218,11999,1,2,1100,2200
55219,12000,2,1,1800,1800
55220,12001,7,1,3800,3800
55221,12001,2,3,1800,5400
55222,12001,4,1,900,900
55223,12002,8,3,1500,4500
55224,12002,1,1,1100,1100
55225,12002,7,2,3800,7600
55226,12002,2,1,1800,1800
55227,12002,5,1,1600,1600
55228,12003,7,1,3800,3800
55229,12004,2,2,1800,3600
55230,12004,1,1,1100,1100
55231,12005,7,3,3800,11400
55232,12006,2,2,1800,3600
55233,12006,5,2,1600,3200
55234,12006,6,2,750,1500
55235,12006,8,1,1500,1500
55236,12007,7,2,3800,7600
55237,12007,2,3,1800,5400
55238,12007,3,1,2200,2200
55239,12007,5,1,1600,1600
55240,12007,4,1,900,900
55241,12008,2,3,1800,5400
55242,12008,7,2,3800,7600
55243,12008,4,3,900,2700
55244,12008,3,3,2200,6600
55245,12009,8,1,1500,1500
55246,12010,7,2,3800,7600
55247,12010,8,2,1500,3000
55248,12011,8,3,1500,4500
55249,12011,5,3,1600,4800
55250,12012,4,2,900,1800
55251,12012,6,2,750,1500
55252,12013,4,1,900,900
55253,12013,3,1,2200,2200
55254,12013,8,1,1500,1500
55255,12013,2,1,1800,1800
55256,12014,3,2,2200,4400
55257,12015,5,2,1600,3200
55258,12015,2,2,1800,3600
55259,12015,1,3,1100,3300
55260,12015,3,2,2200,4400
55261,12016,2,1,1800,1800
55262,12016,6,1,750,750
55263,12016,5,1,1600,1600
55264,12017,1,1,1100,1100
55265,12017,4,1,900,900
55266,12017,8,2,1500,3000
55267,12017,3,3,2200,6600
55268,12017,6,2,750,1500
55269,12018,7,1,3800,3800
55270,12019,5,2,1600,3200
55271,12019,6,1,750,750
55272,12019,3,3,2200,6600
55273,12020,1,1,1100,1100
55274,12021,6,2,750,1500
55275,12022,3,2,2200,4400
55276,12023,4,3,900,2700
55277,12023,6,2,750,1500
55278,12023,5,3,1600,4800
55279,12023,2,2,1800,3600
55280,12024,8,1,1500,1500
55281,12025,6,3,750,2250
55282,12026,3,1,2200,2200
55283,12027,4,3,900,2700
55284,12028,1,3,1100,3300
55285,12028,4,2,900,1800
55286,12029,7,2,3800,7600
55287,12030,1,3,1100,3300
55288,12031,2,2,1800,3600
55289,12031,6,1,750,750
55290,12032,8,2,1500,3000
55291,12033,4,1,900,900
55292,12033,2,1,1800,1800
55293,12033,8,3,1500,4500
55294,12033,3,3,2200,6600
55295,12033,6,3,750,2250
55296,12034,2,3,1800,5400
55297,12034,8,2,1500,3000
55298,12035,8,3,1500,4500
55299,12035,4,1,900,900
55300,12036,1,2,1100,2200
55301,12036,6,1,750,750
55302,12037,5,1,1600,1600
55303,12037,6,3,750,2250
55304,12038,5,3,1600,4800
55305,12039,7,2,3800,7600
55306,12039,3,3,2200,6600
55307,12040,8,2,1500,3000
55308,12040,7,2,3800,7600
55309,12040,6,2,750,1500
55310,12040,3,1,2200,2200
55311,12041,7,2,3800,7600
55312,12041,1,2,1100,2200
55313,12041,2,3,1800,5400
55314,12042,6,1,750,750
55315,12043,4,1,900,900
55316,12043,6,3,750,2250
55317,12043,1,1,1100,1100
55318,12043,3,1,2200,2200
55319,12043,5,2,1600,3200
55320,12043,7,1,3800,3800
55321,12043,8,1,1500,1500
55322,12044,5,1,1600,1600
55323,12044,3,2,2200,4400
55324,12044,8,3,1500,4500
55325,12044,7,3,3800,11400
55326,12044,4,1,900,900
55327,12045,5,1,1600,1600
55328,12045,1,3,1100,3300
55329,12045,6,2,750,1500
55330,12045,7,3,3800,11400
55331,12045,3,1,2200,2200
55332,12045,2,1,1800,1800
55333,12046,4,1,900,900
55334,12046,6,2,750,1500
55335,12046,7,1,3800,3800
55336,12046,8,2,1500,3000
55337,12047,2,3,1800,5400
55338,12048,7,3,3800,11400
55339,12049,4,1,900,900
55340,12049,6,2,750,1500
55341,12050,6,2,750,1500
55342,12050,7,3,3800,11400
55343,12050,2,3,1800,5400
55344,12050,5,1,1600,1600
55345,12050,1,3,1100,3300
55346,12050,4,3,900,2700
55347,12051,6,3,750,2250
55348,12052,1,1,1100,1100
55349,12053,6,3,750,2250
55350,12053,5,2,1600,3200
55351,12054,6,2,750,1500
55352,12055,8,1,1500,1500
55353,12056,4,2,900,1800
55354,12056,7,3,3800,11400
55355,12056,5,3,1600,4800
55356,12056,3,1,2200,2200
55357,12056,2,1,1800,1800
55358,12056,1,3,1100,3300
55359,12057,1,2,1100,2200
55360,12057,3,2,2200,4400
55361,12057,8,2,1500,3000
55362,12058,2,2,1800,3600
55363,12059,3,1,2200,2200
55364,12060,8,2,1500,3000
55365,12060,5,1,1600,1600
55366,12060,7,3,3800,11400
55367,12060,6,3,750,2250
55368,12060,1,3,1100,3300
55369,12060,2,1,1800,1800
55370,12060,4,1,900,900
55371,12060,3,2,2200,4400
55372,12061,5,1,1600,1600
55373,12062,4,1,900,900
55374,12062,6,1,750,750
55375,12062,2,1,1800,1800
55376,12062,7,3,3800,11400
55377,12062,1,3,1100,3300
55378,12063,5,1,1600,1600
55379,12063,8,3,1500,4500
55380,12064,1,1,1100,1100
55381,12064,8,3,1500,4500
55382,12064,2,1,1800,1800
55383,12064,4,1,900,900
55384,12064,3,1,2200,2200
55385,12065,5,2,1600,3200
55386,12065,2,3,1800,5400
55387,12066,5,1,1600,1600
55388,12066,3,1,2200,2200
55389,12066,2,1,1800,1800
55390,12066,8,2,1500,3000
55391,12067,1,2,1100,2200
55392,12067,8,1,1500,1500
55393,12068,2,3,1800,5400
55394,12069,1,2,1100,2200
55395,12069,6,3,750,2250
55396,12069,5,1,1600,1600
55397,12070,3,2,2200,4400
55398,12070,8,2,1500,3000
55399,12071,3,2,2200,4400
55400,12072,5,1,1600,1600
55401,12073,8,3,1500,4500
55402,12073,3,3,2200,6600
55403,12073,6,3,750,2250
55404,12073,2,2,1800,3600
55405,12073,5,3,1600,4800
55406,12073,7,1,3800,3800
55407,12073,1,2,1100,2200
55408,12073,4,3,900,2700
55409,12074,5,3,1600,4800
55410,12074,2,2,1800,3600
55411,12074,6,2,750,1500
55412,12074,7,2,3800,7600
55413,12075,2,2,1800,3600
55414,12075,6,2,750,1500
55415,12075,1,1,1100,1100
55416,12075,3,1,2200,2200
55417,12075,5,3,1600,4800
55418,12076,4,2,900,1800
55419,12076,3,2,2200,4400
55420,12077,2,2,1800,3600
55421,12077,5,3,1600,4800
55422,12078,1,2,1100,2200
55423,12078,6,3,750,2250
55424,12078,8,2,1500,3000
55425,12079,8,1,1500,1500
55426,12079,1,1,1100,1100
55427,12079,5,2,1600,3200
55428,12079,2,2,1800,3600
55429,12080,2,3,1800,5400
55430,12080,8,1,1500,1500
55431,12080,1,2,1100,2200
55432,12081,3,2,2200,4400
55433,12081,8,2,1500,3000
55434,12082,4,2,900,1800
55435,12082,2,3,1800,5400
55436,12082,1,1,1100,1100
55437,12082,8,1,1500,1500
55438,12083,8,2,1500,3000
55439,12083,1,3,1100,3300
55440,12083,5,1,1600,1600
55441,12084,4,1,900,900
55442,12084,1,1,1100,1100
55443,12085,6,1,750,750
55444,12086,6,1,750,750
55445,12086,7,3,3800,11400
55446,12086,4,1,900,900
55447,12087,2,1,1800,1800
55448,12088,6,3,750,2250
55449,12088,5,1,1600,1600
55450,12088,4,2,900,1800
55451,12089,7,2,3800,7600
55452,12089,2,3,1800,5400
55453,12090,5,3,1600,4800
55454,12090,2,3,1800,5400
55455,12091,4,2,900,1800
55456,12092,3,1,2200,2200
55457,12093,3,2,2200,4400
55458,12093,8,2,1500,3000
55459,12094,4,3,900,2700
55460,12095,7,3,3800,11400
55461,12095,5,3,1600,4800
55462,12096,4,1,900,900
55463,12097,2,3,1800,5400
55464,12098,6,3,750,2250
55465,12098,3,2,2200,4400
55466,12098,5,1,1600,1600
55467,12099,8,2,1500,3000
55468,12100,4,3,900,2700
55469,12100,1,3,1100,3300
55470,12100,5,1,1600,1600
55471,12101,8,3,1500,4500
55472,12101,4,1,900,900
55473,12102,2,3,1800,5400
55474,12103,2,2,1800,3600
55475,12103,7,3,3800,11400
55476,12104,5,2,1600,3200
55477,12105,6,1,750,750
55478,12105,8,3,1500,4500
55479,12105,4,2,900,1800
55480,12106,6,2,750,1500
55481,12106,2,3,1800,5400
55482,12107,1,1,1100,1100
55483,12107,7,1,3800,3800
55484,12108,8,2,1500,3000
55485,12108,4,2,900,1800
55486,12108,6,2,750,1500
55487,12109,2,2,1800,3600
55488,12109,5,2,1600,3200
55489,12109,1,3,1100,3300
55490,12109,7,1,3800,3800
55491,12109,8,2,1500,3000
55492,12109,6,1,750,750
55493,12109,3,3,2200,6600
55494,12110,8,2,1500,3000
55495,12110,2,2,1800,3600
55496,12110,1,2,1100,2200
55497,12111,8,3,1500,4500
55498,12111,6,2,750,1500
55499,12112,5,3,1600,4800
55500,12112,6,3,750,2250
55501,12112,8,2,1500,3000
55502,12113,6,3,750,2250
55503,12113,8,1,1500,1500
55504,12113,7,2,3800,7600
55505,12113,3,1,2200,2200
55506,12114,1,1,1100,1100
55507,12114,6,3,750,2250
55508,12114,3,3,2200,6600
55509,12115,5,3,1600,4800
55510,12115,3,1,2200,2200
55511,12115,6,2,750,1500
55512,12115,8,1,1500,1500
55513,12115,7,3,3800,11400
55514,12116,2,3,1800,5400
55515,12116,4,2,900,1800
55516,12116,3,2,2200,4400
55517,12117,3,1,2200,2200
55518,12117,5,1,1600,1600
55519,12118,6,1,750,750
55520,12119,3,3,2200,6600
55521,12120,6,1,750,750
55522,12121,6,3,750,2250
55523,12121,4,2,900,1800
55524,12122,4,3,900,2700
55525,12123,8,3,1500,4500
55526,12123,7,2,3800,7600
55527,12124,1,3,1100,3300
55528,12125,7,3,3800,11400
55529,12126,6,2,750,1500
55530,12126,2,2,1800,3600
55531,12126,8,1,1500,1500
55532,12126,3,2,2200,4400
55533,12126,5,3,1600,4800
55534,12126,4,3,900,2700
55535,12127,8,2,1500,3000
55536,12127,1,2,1100,2200
55537,12127,7,1,3800,3800
55538,12128,5,1,1600,1600
55539,12129,3,2,2200,4400
55540,12129,8,2,1500,3000
55541,12129,7,3,3800,11400
55542,12129,5,3,1600,4800
55543,12130,5,3,1600,4800
55544,12131,6,2,750,1500
55545,12131,5,3,1600,4800
55546,12132,8,2,1500,3000
55547,12132,2,3,1800,5400
55548,12133,7,1,3800,3800
55549,12133,4,3,900,2700
55550,12133,5,2,1600,3200
55551,12134,3,1,2200,2200
55552,12135,8,1,1500,1500
55553,12135,7,2,3800,7600
55554,12135,3,1,2200,2200
55555,12136,7,1,3800,3800
55556,12136,1,1,1100,1100
55557,12136,3,1,2200,2200
55558,12137,4,2,900,1800
55559,12137,8,2,1500,3000
55560,12138,1,1,1100,1100
55561,12138,8,3,1500,4500
55562,12139,8,2,1500,3000
55563,12139,3,1,2200,2200
55564,12139,6,3,750,2250
55565,12139,7,3,3800,11400
55566,12140,7,2,3800,7600
55567,12140,2,3,1800,5400
55568,12140,3,1,2200,2200
55569,12140,1,3,1100,3300
55570,12141,1,3,1100,3300
55571,12141,5,3,1600,4800
55572,12141,6,2,750,1500
55573,12141,2,2,1800,3600
55574,12142,7,2,3800,7600
55575,12142,4,3,900,2700
55576,12142,1,3,1100,3300
55577,12142,3,2,2200,4400
55578,12143,6,3,750,2250
55579,12144,6,3,750,2250
55580,12145,3,2,2200,4400
55581,12145,2,2,1800,3600
55582,12145,6,3,750,2250
55583,12146,7,1,3800,3800
55584,12146,1,1,1100,1100
55585,12147,4,2,900,1800
55586,12147,1,2,1100,2200
55587,12148,6,2,750,1500
55588,12148,5,1,1600,1600
55589,12148,1,3,1100,3300
55590,12148,8,2,1500,3000
55591,12149,7,1,3800,3800
55592,12150,1,2,1100,2200
55593,12150,4,1,900,900
55594,12151,3,1,2200,2200
55595,12151,5,1,1600,1600
55596,12151,7,1,3800,3800
55597,12152,7,1,3800,3800
55598,12153,5,3,1600,4800
55599,12153,2,2,1800,3600
55600,12154,1,1,1100,1100
55601,12154,5,2,1600,3200
55602,12155,5,1,1600,1600
55603,12156,8,1,1500,1500
55604,12156,4,2,900,1800
55605,12157,8,1,1500,1500
55606,12157,2,1,1800,1800
55607,12157,1,3,1100,3300
55608,12158,8,2,1500,3000
55609,12159,3,1,2200,2200
55610,12159,4,1,900,900
55611,12159,7,2,3800,7600
55612,12160,2,1,1800,1800
55613,12160,6,2,750,1500
55614,12160,4,3,900,2700
55615,12160,3,1,2200,2200
55616,12161,2,1,1800,1800
55617,12161,3,2,2200,4400
55618,12161,5,1,1600,1600
55619,12162,5,3,1600,4800
55620,12162,1,3,1100,3300
55621,12163,4,2,900,1800
55622,12163,5,1,1600,1600
55623,12164,1,1,1100,1100
55624,12164,5,1,1600,1600
55625,12165,8,1,1500,1500
55626,12165,3,3,2200,6600
55627,12166,5,2,1600,3200
55628,12166,1,3,1100,3300
55629,12166,7,1,3800,3800
55630,12166,3,1,2200,2200
55631,12167,6,1,750,750
55632,12167,7,3,3800,11400
55633,12168,5,3,1600,4800
55634,12168,2,3,1800,5400
55635,12168,8,3,1500,4500
55636,12169,2,3,1800,5400
55637,12169,6,3,750,2250
55638,12169,1,2,1100,2200
55639,12169,3,2,2200,4400
55640,12169,5,1,1600,1600
55641,12169,4,2,900,1800
55642,12170,1,1,1100,1100
55643,12170,2,2,1800,3600
55644,12170,6,3,750,2250
55645,12171,3,2,2200,4400
55646,12171,8,3,1500,4500
55647,12172,2,3,1800,5400
55648,12173,8,2,1500,3000
55649,12174,1,1,1100,1100
55650,12174,3,2,2200,4400
55651,12175,6,3,750,2250
55652,12175,8,3,1500,4500
55653,12175,2,2,1800,3600
55654,12175,1,3,1100,3300
55655,12176,4,3,900,2700
55656,12176,8,3,1500,4500
55657,12177,4,1,900,900
55658,12177,7,2,3800,7600
55659,12177,5,1,1600,1600
55660,12177,3,2,2200,4400
55661,12178,5,1,1600,1600
55662,12179,5,2,1600,3200
55663,12180,3,2,2200,4400
55664,12181,2,1,1800,1800
55665,12182,2,1,1800,1800
55666,12182,5,1,1600,1600
55667,12182,6,3,750,2250
55668,12183,6,1,750,750
55669,12183,8,1,1500,1500
55670,12183,3,3,2200,6600
55671,12183,4,3,900,2700
55672,12184,1,2,1100,2200
55673,12185,6,3,750,2250
55674,12185,1,1,1100,1100
55675,12186,2,1,1800,1800
55676,12186,3,3,2200,6600
55677,12187,3,3,2200,6600
55678,12187,5,3,1600,4800
55679,12187,8,1,1500,1500
55680,12187,7,1,3800,3800
55681,12188,2,3,1800,5400
55682,12189,2,2,1800,3600
55683,12189,6,3,750,2250
55684,12189,1,2,1100,2200
55685,12190,2,1,1800,1800
55686,12191,4,3,900,2700
55687,12191,1,3,1100,3300
55688,12191,6,2,750,1500
55689,12192,8,1,1500,1500
55690,12193,2,3,1800,5400
55691,12193,8,2,1500,3000
55692,12193,7,3,3800,11400
55693,12193,1,2,1100,2200
55694,12193,6,2,750,1500
55695,12194,2,2,1800,3600
55696,12195,1,3,1100,3300
55697,12195,7,2,3800,7600
55698,12195,6,3,750,2250
55699,12195,3,2,2200,4400
55700,12195,8,2,1500,3000
55701,12195,4,3,900,2700
55702,12195,2,3,1800,5400
55703,12195,5,3,1600,4800
55704,12196,2,3,1800,5400
55705,12196,7,2,3800,7600
55706,12197,8,1,1500,1500
55707,12198,4,3,900,2700
55708,12198,1,2,1100,2200
55709,12198,7,2,3800,7600
55710,12198,3,2,2200,4400
55711,12198,2,2,1800,3600
55712,12199,7,2,3800,7600
55713,12200,5,2,1600,3200
55714,12201,3,2,2200,4400
55715,12201,1,1,1100,1100
55716,12201,5,3,1600,4800
55717,12201,8,3,1500,4500
55718,12202,1,2,1100,2200
55719,12202,2,3,1800,5400
55720,12202,5,2,1600,3200
55721,12203,4,2,900,1800
55722,12204,5,1,1600,1600
55723,12205,2,1,1800,1800
55724,12205,4,3,900,2700
55725,12205,5,2,1600,3200
55726,12206,1,1,1100,1100
55727,12206,7,3,3800,11400
55728,12207,5,2,1600,3200
55729,12208,7,1,3800,3800
55730,12208,1,1,1100,1100
55731,12208,6,1,750,750
55732,12208,2,3,1800,5400
55733,12209,7,2,3800,7600
55734,12209,1,3,1100,3300
55735,12209,8,2,1500,3000
55736,12210,1,3,1100,3300
55737,12210,8,1,1500,1500
55738,12210,3,3,2200,6600
55739,12211,5,2,1600,3200
55740,12212,4,2,900,1800
55741,12212,6,3,750,2250
55742,12213,1,3,1100,3300
55743,12213,8,2,1500,3000
55744,12213,4,1,900,900
55745,12214,1,3,1100,3300
55746,12215,8,1,1500,1500
55747,12216,6,3,750,2250
55748,12216,5,1,1600,1600
55749,12217,5,1,1600,1600
55750,12217,6,2,750,1500
55751,12217,7,2,3800,7600
55752,12218,2,2,1800,3600
55753,12219,4,1,900,900
55754,12219,8,3,1500,4500
55755,12219,3,2,2200,4400
55756,12220,5,2,1600,3200
55757,12220,3,1,2200,2200
55758,12221,7,3,3800,11400
55759,12221,4,2,900,1800
55760,12222,4,3,900,2700
55761,12223,7,2,3800,7600
55762,12223,6,2,750,1500
55763,12223,3,2,2200,4400
55764,12223,2,2,1800,3600
55765,12224,3,3,2200,6600
55766,12225,3,1,2200,2200
55767,12225,2,2,1800,3600
55768,12226,7,2,3800,7600
55769,12227,8,1,1500,1500
55770,12228,1,1,1100,1100
55771,12228,4,1,900,900
55772,12229,5,2,1600,3200
55773,12229,7,2,3800,7600
55774,12230,7,3,3800,11400
55775,12230,1,3,1100,3300
55776,12230,6,1,750,750
55777,12230,3,3,2200,6600
55778,12231,5,2,1600,3200
55779,12231,4,3,900,2700
55780,12231,2,3,1800,5400
55781,12231,1,1,1100,1100
55782,12232,5,1,1600,1600
55783,12232,8,2,1500,3000
55784,12232,7,3,3800,11400
55785,12233,6,1,750,750
55786,12233,8,3,1500,4500
55787,12233,3,2,2200,4400
55788,12234,6,2,750,1500
55789,12234,5,3,1600,4800
55790,12235,8,2,1500,3000
55791,12235,6,3,750,2250
55792,12236,4,1,900,900
55793,12237,8,1,1500,1500
55794,12237,4,1,900,900
55795,12237,2,2,1800,3600
55796,12237,3,1,2200,2200
55797,12237,7,2,3800,7600
55798,12237,5,2,1600,3200
55799,12238,6,1,750,750
55800,12238,3,1,2200,2200
55801,12238,2,1,1800,1800
55802,12238,5,3,1600,4800
55803,12238,4,3,900,2700
55804,12238,7,2,3800,7600
55805,12238,8,3,1500,4500
55806,12239,8,1,1500,1500
55807,12239,6,1,750,750
55808,12240,5,3,1600,4800
55809,12240,8,1,1500,1500
55810,12241,7,2,3800,7600
55811,12241,2,3,1800,5400
55812,12242,7,2,3800,7600
55813,12242,8,3,1500,4500
55814,12242,1,3,1100,3300
55815,12242,3,1,2200,2200
55816,12243,2,2,1800,3600
55817,12244,4,3,900,2700
55818,12244,2,2,1800,3600
55819,12244,5,2,1600,3200
55820,12244,3,3,2200,6600
55821,12245,8,3,1500,4500
55822,12246,6,1,750,750
55823,12247,4,1,900,900
55824,12248,3,2,2200,4400
55825,12248,4,3,900,2700
55826,12248,1,2,1100,2200
55827,12249,2,3,1800,5400
55828,12249,4,2,900,1800
55829,12250,8,3,1500,4500
55830,12250,3,3,2200,6600
55831,12251,8,1,1500,1500
55832,12251,6,3,750,2250
55833,12251,5,2,1600,3200
55834,12252,4,3,900,2700
55835,12252,7,2,3800,7600
55836,12253,4,1,900,900
55837,12253,3,2,2200,4400
55838,12253,8,3,1500,4500
55839,12253,7,2,3800,7600
55840,12253,6,2,750,1500
55841,12254,8,3,1500,4500
