id_venta,fecha_hora,id_cliente,medio_pago,monto_total
13723,2026-02-07 08:06:00,CLI-252,Debito,5600
13724,2026-02-07 08:40:00,CLI-188,Credito,3200
13725,2026-02-07 10:44:00,CLI-172,Mercado Pago,5800
13726,2026-02-07 10:41:00,Consumidor Final,Mercado Pago,1500
13727,2026-02-07 09:30:00,CLI-268,Debito,2200
13728,2026-02-07 11:19:00,CLI-133,Credito,3200
13729,2026-02-07 08:51:00,CLI-143,Mercado Pago,4400
13730,2026-02-07 20:16:00,Consumidor Final,Mercado Pago,4450
13731,2026-02-07 18:12:00,Consumidor Final,Efectivo,10100
13732,2026-02-07 19:10:00,CLI-273,Mercado Pago,7100
13733,2026-02-07 20:48:00,CLI-179,Debito,5800
13734,2026-02-07 20:41:00,CLI-255,Mercado Pago,13750
13735,2026-02-07 11:59:00,Consumidor Final,Efectivo,22150
13736,2026-02-07 08:58:00,Consumidor Final,Mercado Pago,4300
13737,2026-02-07 11:39:00,CLI-256,Efectivo,26100
13738,2026-02-07 17:14:00,Consumidor Final,Mercado Pago,13800
13739,2026-02-07 19:51:00,CLI-233,Credito,3200
13740,2026-02-07 12:43:00,CLI-199,Debito,3600
13741,2026-02-07 09:38:00,Consumidor Final,Efectivo,16900
13742,2026-02-07 10:26:00,CLI-217,Credito,3200
13743,2026-02-07 11:46:00,CLI-297,Mercado Pago,3200
13744,2026-02-07 16:59:00,Consumidor Final,Credito,4400
13745,2026-02-07 19:36:00,CLI-146,Efectivo,3200
13746,2026-02-07 17:53:00,CLI-150,Efectivo,8200
13747,2026-02-07 08:03:00,Consumidor Final,Credito,3200
13748,2026-02-07 17:43:00,CLI-247,Mercado Pago,3200
13749,2026-02-07 11:17:00,CLI-159,Efectivo,2200
13750,2026-02-07 08:29:00,Consumidor Final,Debito,3200
13751,2026-02-07 18:21:00,Consumidor Final,Efectivo,3200
13752,2026-02-07 12:01:00,Consumidor Final,Efectivo,1600
13753,2026-02-07 17:25:00,Consumidor Final,Debito,11500
13754,2026-02-07 11:35:00,Consumidor Final,Efectivo,4200
13755,2026-02-07 19:49:00,CLI-155,Efectivo,3200
13756,2026-02-07 08:09:00,CLI-280,Debito,14050
13757,2026-02-07 18:00:00,CLI-250,Efectivo,3200
13758,2026-02-07 18:46:00,CLI-261,Debito,17400
13759,2026-02-08 19:57:00,Consumidor Final,Credito,23200
13760,2026-02-08 18:24:00,CLI-175,Mercado Pago,18200
13761,2026-02-08 17:09:00,Consumidor Final,Mercado Pago,3200
13762,2026-02-08 18:58:00,CLI-161,Mercado Pago,3200
13763,2026-02-08 20:13:00,CLI-297,Mercado Pago,3200
13764,2026-02-08 20:33:00,Consumidor Final,Debito,4000
13765,2026-02-08 20:30:00,CLI-270,Mercado Pago,9800
13766,2026-02-08 16:53:00,CLI-222,Debito,3800
13767,2026-02-08 08:56:00,CLI-113,Efectivo,3200
13768,2026-02-08 10:04:00,CLI-181,Efectivo,3200
13769,2026-02-08 17:30:00,Consumidor Final,Mercado Pago,23500
13770,2026-02-08 18:54:00,CLI-286,Mercado Pago,3200
13771,2026-02-08 12:48:00,CLI-159,Mercado Pago,3200
13772,2026-02-08 19:19:00,CLI-146,Efectivo,3200
13773,2026-02-08 16:29:00,Consumidor Final,Mercado Pago,3600
13774,2026-02-08 10:44:00,CLI-272,Mercado Pago,3200
13775,2026-02-08 17:55:00,CLI-233,Mercado Pago,1600
13776,2026-02-08 08:32:00,CLI-276,Debito,13650
13777,2026-02-08 10:31:00,CLI-280,Debito,1600
13778,2026-02-08 20:41:00,CLI-108,Debito,10400
13779,2026-02-08 18:10:00,Consumidor Final,Debito,20700
13780,2026-02-08 17:54:00,Consumidor Final,Debito,1500
13781,2026-02-08 09:06:00,CLI-183,Debito,4500
13782,2026-02-08 17:04:00,CLI-194,Efectivo,12150
13783,2026-02-08 19:08:00,Consumidor Final,Efectivo,6300
13784,2026-02-08 19:11:00,Consumidor Final,Credito,3200
13785,2026-02-08 11:22:00,Consumidor Final,Efectivo,7300
13786,2026-02-08 19:31:00,Consumidor Final,Efectivo,6600
13787,2026-02-08 12:00:00,CLI-197,Credito,3200
13788,2026-02-08 12:55:00,Consumidor Final,Debito,3200
13789,2026-02-08 20:57:00,CLI-227,Mercado Pago,18100
13790,2026-02-08 12:28:00,Consumidor Final,Efectivo,7600
13791,2026-02-08 10:49:00,CLI-232,Efectivo,3200
13792,2026-02-08 11:53:00,Consumidor Final,Mercado Pago,3200
13793,2026-02-08 17:08:00,CLI-249,Mercado Pago,3200
13794,2026-02-08 08:42:00,CLI-218,Mercado Pago,3200
13795,2026-02-08 18:16:00,Consumidor Final,Efectivo,11400
13796,2026-02-08 18:02:00,CLI-110,Efectivo,10900
13797,2026-02-08 17:16:00,CLI-147,Debito,1100
13798,2026-02-08 09:51:00,CLI-182,Credito,3200
13799,2026-02-08 09:59:00,CLI-288,Debito,5400
13800,2026-02-08 17:24:00,Consumidor Final,Mercado Pago,3200
13801,2026-02-08 09:56:00,Consumidor Final,Credito,3200
13802,2026-02-08 17:00:00,CLI-218,Efectivo,5300
13803,2026-02-08 20:04:00,CLI-296,Debito,7700
13804,2026-02-08 12:44:00,Consumidor Final,Mercado Pago,4700
13805,2026-02-08 10:33:00,CLI-216,Debito,19050
13806,2026-02-08 16:50:00,Consumidor Final,Mercado Pago,3200
13807,2026-02-08 08:04:00,CLI-135,Debito,13500
13808,2026-02-08 09:51:00,CLI-289,Mercado Pago,6300
13809,2026-02-08 12:21:00,CLI-130,Debito,10200
13810,2026-02-08 17:53:00,Consumidor Final,Efectivo,3600
13811,2026-02-08 19:39:00,CLI-208,Mercado Pago,19700
13812,2026-02-08 12:17:00,CLI-114,Efectivo,2700
13813,2026-02-08 20:07:00,Consumidor Final,Mercado Pago,3200
13814,2026-02-08 18:45:00,CLI-107,Debito,6500
13815,2026-02-08 08:33:00,CLI-151,Efectivo,3200
13816,2026-02-08 11:55:00,CLI-201,Debito,4400
13817,2026-02-08 17:57:00,CLI-164,Efectivo,900
13818,2026-02-08 11:25:00,CLI-258,Debito,9200
13819,2026-02-08 20:04:00,Consumidor Final,Efectivo,3100
13820,2026-02-08 09:00:00,CLI-222,Efectivo,28500
13821,2026-02-08 19:25:00,CLI-285,Mercado Pago,12900
13822,2026-02-08 12:23:00,CLI-182,Mercado Pago,8000
13823,2026-02-08 16:01:00,Consumidor Final,Credito,2200
13824,2026-02-08 12:08:00,Consumidor Final,Debito,900
13825,2026-02-08 18:17:00,CLI-241,Mercado Pago,3200
13826,2026-02-08 09:41:00,CLI-133,Efectivo,2900
13827,2026-02-08 16:04:00,Consumidor Final,Efectivo,10700
13828,2026-02-08 08:08:00,Consumidor Final,Credito,15700
13829,2026-02-08 19:31:00,CLI-109,Mercado Pago,10800
13830,2026-02-08 20:36:00,Consumidor Final,Credito,3200
13831,2026-02-08 10:51:00,CLI-208,Debito,3200
13832,2026-02-08 12:19:00,CLI-273,Debito,8700
13833,2026-02-08 17:34:00,CLI-212,Credito,6900
13834,2026-02-08 12:47:00,Consumidor Final,Debito,4800
13835,2026-02-08 12:39:00,CLI-268,Efectivo,22950
13836,2026-02-08 10:48:00,CLI-202,Mercado Pago,3200
13837,2026-02-08 08:02:00,CLI-297,Debito,3300
13838,2026-02-08 10:42:00,Consumidor Final,Mercado Pago,3200
13839,2026-02-08 20:43:00,CLI-263,Mercado Pago,3100
13840,2026-02-08 17:56:00,Consumidor Final,Efectivo,3200
13841,2026-02-08 08:15:00,Consumidor Final,Efectivo,3200
13842,2026-02-08 08:01:00,Consumidor Final,Efectivo,3200
13843,2026-02-08 19:11:00,CLI-281,Mercado Pago,16150
13844,2026-02-08 20:58:00,Consumidor Final,Mercado Pago,3200
13845,2026-02-08 08:44:00,CLI-275,Efectivo,4350
13846,2026-02-08 17:41:00,CLI-144,Credito,3200
13847,2026-02-08 16:20:00,CLI-288,Mercado Pago,3200
13848,2026-02-08 08:14:00,CLI-132,Efectivo,3200
13849,2026-02-08 17:47:00,Consumidor Final,Efectivo,3200
13850,2026-02-08 11:22:00,CLI-280,Credito,13200
13851,2026-02-08 17:48:00,CLI-138,Mercado Pago,6900
13852,2026-02-08 11:50:00,Consumidor Final,Debito,2200
13853,2026-02-08 18:01:00,Consumidor Final,Mercado Pago,3200
13854,2026-02-08 16:09:00,Consumidor Final,Mercado Pago,12850
13855,2026-02-09 08:09:00,Consumidor Final,Debito,3200
13856,2026-02-09 18:03:00,CLI-161,Mercado Pago,3200
13857,2026-02-09 12:36:00,CLI-103,Credito,15400
13858,2026-02-09 12:56:00,CLI-164,Mercado Pago,6000
13859,2026-02-09 18:48:00,Consumidor Final,Efectivo,750
13860,2026-02-09 08:05:00,CLI-264,Debito,3200
13861,2026-02-09 10:42:00,CLI-269,Efectivo,3200
13862,2026-02-09 09:43:00,Consumidor Final,Mercado Pago,24800
13863,2026-02-09 11:43:00,Consumidor Final,Debito,1800
13864,2026-02-09 16:58:00,CLI-198,Credito,3200
13865,2026-02-09 16:17:00,Consumidor Final,Debito,3200
13866,2026-02-09 09:57:00,CLI-282,Debito,3200
13867,2026-02-09 18:12:00,CLI-241,Mercado Pago,9100
13868,2026-02-09 09:08:00,CLI-203,Credito,2200
13869,2026-02-09 10:33:00,Consumidor Final,Mercado Pago,6200
13870,2026-02-09 20:19:00,Consumidor Final,Debito,15200
13871,2026-02-09 19:02:00,CLI-174,Efectivo,9300
13872,2026-02-09 16:17:00,Consumidor Final,Efectivo,3200
13873,2026-02-09 17:09:00,CLI-126,Mercado Pago,21800
13874,2026-02-09 19:36:00,CLI-261,Debito,11100
13875,2026-02-09 10:48:00,CLI-122,Mercado Pago,3200
13876,2026-02-09 08:24:00,CLI-202,Mercado Pago,2350
13877,2026-02-09 18:28:00,CLI-190,Mercado Pago,12800
13878,2026-02-09 19:04:00,CLI-119,Mercado Pago,16100
13879,2026-02-09 09:05:00,Consumidor Final,Efectivo,8850
13880,2026-02-09 17:04:00,CLI-216,Efectivo,3200
13881,2026-02-09 16:27:00,Consumidor Final,Debito,12350
13882,2026-02-09 20:06:00,Consumidor Final,Debito,26800
13883,2026-02-09 16:16:00,CLI-289,Efectivo,11050
13884,2026-02-09 16:38:00,CLI-141,Efectivo,15700
13885,2026-02-09 09:17:00,CLI-106,Mercado Pago,3200
13886,2026-02-09 11:54:00,CLI-147,Mercado Pago,3200
13887,2026-02-09 09:55:00,CLI-191,Efectivo,3200
13888,2026-02-09 08:57:00,Consumidor Final,Mercado Pago,3200
13889,2026-02-09 11:09:00,Consumidor Final,Efectivo,17700
13890,2026-02-09 20:22:00,CLI-221,Debito,3200
13891,2026-02-09 08:30:00,CLI-183,Mercado Pago,6900
13892,2026-02-09 12:20:00,CLI-159,Debito,3800
13893,2026-02-09 11:00:00,CLI-297,Mercado Pago,6400
13894,2026-02-09 08:15:00,CLI-281,Debito,4900
13895,2026-02-09 12:00:00,Consumidor Final,Debito,17200
13896,2026-02-09 19:27:00,CLI-131,Credito,1600
13897,2026-02-09 20:18:00,Consumidor Final,Efectivo,11950
13898,2026-02-09 12:30:00,CLI-152,Mercado Pago,2600
13899,2026-02-09 12:37:00,CLI-179,Credito,7600
13900,2026-02-09 12:02:00,CLI-266,Credito,9800
13901,2026-02-09 10:43:00,Consumidor Final,Efectivo,8350
13902,2026-02-09 11:32:00,Consumidor Final,Mercado Pago,3200
13903,2026-02-09 09:20:00,Consumidor Final,Credito,9800
13904,2026-02-09 11:27:00,CLI-278,Credito,1100
13905,2026-02-09 19:15:00,Consumidor Final,Debito,3200
13906,2026-02-09 19:18:00,CLI-112,Debito,22200
13907,2026-02-09 09:02:00,Consumidor Final,Mercado Pago,1600
13908,2026-02-09 20:59:00,CLI-197,Mercado Pago,7950
13909,2026-02-09 10:45:00,CLI-231,Efectivo,22300
13910,2026-02-09 18:37:00,CLI-216,Efectivo,1800
13911,2026-02-09 11:30:00,Consumidor Final,Efectivo,19100
13912,2026-02-09 11:07:00,CLI-103,Debito,3200
13913,2026-02-09 16:59:00,Consumidor Final,Mercado Pago,3200
13914,2026-02-09 08:44:00,CLI-176,Mercado Pago,5600
13915,2026-02-09 17:15:00,CLI-200,Debito,8350
13916,2026-02-09 09:11:00,Consumidor Final,Debito,3200
13917,2026-02-09 17:15:00,Consumidor Final,Mercado Pago,6600
13918,2026-02-09 18:32:00,Consumidor Final,Efectivo,8900
13919,2026-02-09 08:46:00,CLI-198,Debito,9800
13920,2026-02-09 16:04:00,CLI-100,Efectivo,3800
13921,2026-02-09 08:11:00,CLI-242,Mercado Pago,3200
13922,2026-02-09 16:43:00,CLI-159,Mercado Pago,3200
13923,2026-02-09 11:40:00,CLI-167,Debito,5100
13924,2026-02-09 09:00:00,CLI-136,Mercado Pago,11000
13925,2026-02-09 08:21:00,Consumidor Final,Mercado Pago,29700
13926,2026-02-09 16:57:00,Consumidor Final,Debito,4200
13927,2026-02-09 20:21:00,Consumidor Final,Efectivo,3300
13928,2026-02-09 17:29:00,Consumidor Final,Debito,3200
13929,2026-02-09 08:03:00,CLI-189,Debito,5850
13930,2026-02-09 11:53:00,Consumidor Final,Debito,3300
13931,2026-02-09 20:04:00,Consumidor Final,Debito,16200
13932,2026-02-09 19:23:00,Consumidor Final,Mercado Pago,4950
13933,2026-02-09 08:04:00,Consumidor Final,Debito,3200
13934,2026-02-09 09:24:00,CLI-281,Debito,5600
13935,2026-02-09 11:17:00,CLI-125,Mercado Pago,3200
13936,2026-02-09 17:49:00,CLI-148,Mercado Pago,3200
13937,2026-02-09 08:53:00,Consumidor Final,Mercado Pago,13200
13938,2026-02-09 10:50:00,CLI-159,Mercado Pago,3200
13939,2026-02-09 09:05:00,CLI-234,Mercado Pago,4200
13940,2026-02-09 20:34:00,Consumidor Final,Credito,3200
13941,2026-02-09 18:20:00,CLI-284,Mercado Pago,5450
13942,2026-02-09 11:27:00,Consumidor Final,Debito,12500
13943,2026-02-09 20:16:00,Consumidor Final,Efectivo,3200
13944,2026-02-09 18:18:00,CLI-233,Debito,4750
13945,2026-02-09 16:19:00,Consumidor Final,Debito,3300
13946,2026-02-09 17:58:00,Consumidor Final,Debito,3200
13947,2026-02-09 12:54:00,Consumidor Final,Debito,3200
13948,2026-02-09 17:03:00,Consumidor Final,Credito,3200
13949,2026-02-09 17:58:00,CLI-187,Credito,3200
13950,2026-02-09 11:35:00,CLI-211,Debito,2200
13951,2026-02-09 18:11:00,CLI-127,Debito,14250
13952,2026-02-10 12:21:00,Consumidor Final,Debito,3200
13953,2026-02-10 11:44:00,Consumidor Final,Efectivo,18900
13954,2026-02-10 20:44:00,CLI-237,Efectivo,3200
13955,2026-02-10 16:17:00,Consumidor Final,Mercado Pago,3200
13956,2026-02-10 18:08:00,CLI-146,Debito,3200
13957,2026-02-10 12:59:00,CLI-174,Efectivo,20800
13958,2026-02-10 10:07:00,CLI-250,Credito,3800
13959,2026-02-10 16:29:00,CLI-290,Debito,3200
13960,2026-02-10 19:20:00,Consumidor Final,Mercado Pago,19750
13961,2026-02-10 17:02:00,Consumidor Final,Debito,21600
13962,2026-02-10 09:34:00,CLI-284,Debito,3200
13963,2026-02-10 18:49:00,CLI-120,Mercado Pago,15150
13964,2026-02-10 11:48:00,Consumidor Final,Mercado Pago,3200
13965,2026-02-10 16:32:00,Consumidor Final,Debito,7000
13966,2026-02-10 18:32:00,Consumidor Final,Efectivo,9550
13967,2026-02-10 11:48:00,CLI-248,Efectivo,5450
13968,2026-02-10 10:01:00,Consumidor Final,Mercado Pago,11200
13969,2026-02-10 12:48:00,Consumidor Final,Mercado Pago,12500
13970,2026-02-10 12:45:00,CLI-151,Efectivo,3750
13971,2026-02-10 20:33:00,CLI-107,Mercado Pago,10300
13972,2026-02-10 12:57:00,CLI-156,Efectivo,2400
13973,2026-02-10 19:03:00,CLI-294,Credito,4800
13974,2026-02-10 10:24:00,Consumidor Final,Efectivo,5400
13975,2026-02-10 20:08:00,CLI-221,Mercado Pago,4800
13976,2026-02-10 09:12:00,CLI-288,Debito,3200
13977,2026-02-10 16:30:00,Consumidor Final,Debito,11200
13978,2026-02-10 08:32:00,Consumidor Final,Debito,3300
13979,2026-02-10 08:24:00,CLI-116,Debito,7950
13980,2026-02-10 20:38:00,CLI-192,Efectivo,9300
13981,2026-02-10 12:55:00,Consumidor Final,Efectivo,3200
13982,2026-02-10 19:35:00,CLI-280,Efectivo,3200
13983,2026-02-10 10:14:00,Consumidor Final,Mercado Pago,11700
13984,2026-02-10 12:18:00,CLI-148,Credito,1600
13985,2026-02-10 16:43:00,CLI-236,Efectivo,3200
13986,2026-02-10 17:00:00,CLI-251,Efectivo,3200
13987,2026-02-10 11:34:00,CLI-284,Efectivo,2700
13988,2026-02-10 08:45:00,Consumidor Final,Debito,3200
13989,2026-02-10 20:07:00,Consumidor Final,Efectivo,1800
13990,2026-02-10 10:06:00,CLI-115,Efectivo,8100
13991,2026-02-10 20:31:00,CLI-278,Credito,3200
13992,2026-02-10 11:15:00,Consumidor Final,Credito,1500
13993,2026-02-10 08:04:00,CLI-273,Debito,1600
13994,2026-02-10 09:42:00,CLI-284,Debito,3200
13995,2026-02-10 20:17:00,CLI-262,Debito,12700
13996,2026-02-10 16:49:00,Consumidor Final,Mercado Pago,3200
13997,2026-02-10 20:52:00,Consumidor Final,Efectivo,1800
13998,2026-02-10 11:22:00,CLI-235,Mercado Pago,29500
13999,2026-02-10 08:46:00,CLI-258,Mercado Pago,24600
14000,2026-02-10 10:57:00,CLI-184,Mercado Pago,3200
14001,2026-02-10 10:14:00,Consumidor Final,Debito,11800
14002,2026-02-10 20:41:00,CLI-254,Efectivo,10600
14003,2026-02-10 08:21:00,CLI-172,Efectivo,3650
14004,2026-02-10 12:22:00,CLI-270,Debito,5300
14005,2026-02-10 20:37:00,CLI-105,Efectivo,3800
14006,2026-02-10 20:47:00,Consumidor Final,Debito,4800
14007,2026-02-10 10:32:00,CLI-213,Credito,7400
14008,2026-02-10 16:54:00,CLI-184,Debito,3200
14009,2026-02-10 19:38:00,CLI-157,Mercado Pago,3200
14010,2026-02-10 17:26:00,CLI-116,Efectivo,3200
14011,2026-02-10 11:10:00,Consumidor Final,Mercado Pago,9700
14012,2026-02-10 19:24:00,CLI-125,Efectivo,3200
14013,2026-02-10 19:59:00,CLI-205,Mercado Pago,33850
14014,2026-02-10 20:39:00,CLI-124,Efectivo,6850
14015,2026-02-10 11:32:00,CLI-267,Debito,6600
14016,2026-02-10 16:27:00,CLI-147,Credito,5400
14017,2026-02-10 08:07:00,CLI-202,Mercado Pago,12800
14018,2026-02-10 18:25:00,CLI-292,Mercado Pago,14700
14019,2026-02-10 10:41:00,CLI-184,Efectivo,8300
14020,2026-02-10 12:40:00,Consumidor Final,Mercado Pago,9200
14021,2026-02-10 09:27:00,CLI-267,Efectivo,3200
14022,2026-02-10 09:09:00,Consumidor Final,Efectivo,3200
14023,2026-02-10 20:58:00,CLI-275,Efectivo,1500
14024,2026-02-10 19:27:00,Consumidor Final,Efectivo,2950
14025,2026-02-10 19:58:00,CLI-279,Credito,3200
14026,2026-02-10 08:54:00,Consumidor Final,Mercado Pago,11400
14027,2026-02-10 09:02:00,Consumidor Final,Efectivo,3200
14028,2026-02-10 11:33:00,CLI-179,Debito,10900
14029,2026-02-10 08:06:00,CLI-299,Mercado Pago,3200
14030,2026-02-10 08:05:00,CLI-254,Debito,3600
14031,2026-02-10 17:49:00,Consumidor Final,Efectivo,3200
14032,2026-02-10 08:56:00,CLI-286,Credito,3200
14033,2026-02-10 08:57:00,Consumidor Final,Debito,3200
14034,2026-02-10 11:16:00,Consumidor Final,Debito,1600
14035,2026-02-10 19:45:00,CLI-202,Efectivo,13400
14036,2026-02-10 12:56:00,CLI-299,Mercado Pago,3200
14037,2026-02-10 11:57:00,CLI-117,Debito,6800
14038,2026-02-10 16:48:00,CLI-170,Debito,5400
14039,2026-02-10 17:37:00,Consumidor Final,Mercado Pago,5700
14040,2026-02-10 09:10:00,Consumidor Final,Mercado Pago,2250
14041,2026-02-10 11:21:00,CLI-200,Efectivo,2250
14042,2026-02-10 10:16:00,Consumidor Final,Debito,3200
14043,2026-02-10 19:02:00,CLI-178,Debito,4550
14044,2026-02-10 11:55:00,CLI-196,Efectivo,3200
14045,2026-02-10 10:15:00,CLI-237,Efectivo,6500
14046,2026-02-10 11:47:00,CLI-214,Debito,18400
14047,2026-02-10 17:56:00,CLI-246,Efectivo,20750
14048,2026-02-10 09:41:00,CLI-215,Debito,13600
14049,2026-02-10 10:55:00,CLI-201,Mercado Pago,8300
14050,2026-02-10 08:22:00,Consumidor Final,Debito,3200
14051,2026-02-10 08:18:00,CLI-145,Mercado Pago,3200
14052,2026-02-11 10:34:00,Consumidor Final,Mercado Pago,1500
14053,2026-02-11 19:49:00,CLI-218,Efectivo,7150
14054,2026-02-11 08:52:00,CLI-146,Debito,21350
14055,2026-02-11 12:06:00,CLI-278,Debito,3200
14056,2026-02-11 08:44:00,Consumidor Final,Debito,14000
14057,2026-02-11 09:51:00,CLI-262,Credito,3300
14058,2026-02-11 08:57:00,Consumidor Final,Mercado Pago,6350
14059,2026-02-11 18:59:00,Consumidor Final,Mercado Pago,12000
14060,2026-02-11 18:58:00,CLI-254,Debito,6600
14061,2026-02-11 09:34:00,CLI-166,Mercado Pago,6900
14062,2026-02-11 16:53:00,Consumidor Final,Mercado Pago,20200
14063,2026-02-11 19:23:00,CLI-207,Efectivo,7600
14064,2026-02-11 17:26:00,CLI-287,Efectivo,24800
14065,2026-02-11 18:53:00,CLI-231,Mercado Pago,11500
14066,2026-02-11 18:30:00,CLI-193,Mercado Pago,3200
14067,2026-02-11 19:39:00,Consumidor Final,Efectivo,17550
14068,2026-02-11 18:50:00,Consumidor Final,Debito,3200
14069,2026-02-11 09:31:00,CLI-138,Mercado Pago,10100
14070,2026-02-11 19:28:00,Consumidor Final,Efectivo,5600
14071,2026-02-11 17:13:00,Consumidor Final,Debito,750
14072,2026-02-11 17:43:00,CLI-168,Mercado Pago,32750
14073,2026-02-11 10:47:00,CLI-102,Debito,18200
14074,2026-02-11 08:43:00,CLI-275,Mercado Pago,3600
14075,2026-02-11 20:25:00,Consumidor Final,Debito,3200
14076,2026-02-11 18:49:00,Consumidor Final,Debito,4550
14077,2026-02-11 20:21:00,CLI-225,Debito,4400
14078,2026-02-11 10:32:00,CLI-187,Efectivo,5400
14079,2026-02-11 08:44:00,Consumidor Final,Debito,12900
14080,2026-02-11 12:41:00,CLI-104,Efectivo,10850
14081,2026-02-11 11:23:00,Consumidor Final,Efectivo,5400
14082,2026-02-11 10:27:00,Consumidor Final,Mercado Pago,2200
14083,2026-02-11 19:44:00,CLI-181,Mercado Pago,8950
14084,2026-02-11 12:25:00,CLI-280,Debito,3200
14085,2026-02-11 10:17:00,CLI-277,Debito,17400
14086,2026-02-11 16:40:00,CLI-105,Efectivo,3200
14087,2026-02-11 12:08:00,CLI-243,Efectivo,9200
14088,2026-02-11 16:04:00,Consumidor Final,Mercado Pago,26400
14089,2026-02-11 17:52:00,CLI-191,Debito,1600
14090,2026-02-11 18:47:00,Consumidor Final,Efectivo,3200
14091,2026-02-11 08:31:00,Consumidor Final,Mercado Pago,4450
14092,2026-02-11 18:41:00,CLI-163,Efectivo,3200
14093,2026-02-11 20:42:00,CLI-242,Debito,14700
14094,2026-02-11 16:05:00,CLI-291,Debito,10900
14095,2026-02-11 17:36:00,Consumidor Final,Debito,3300
14096,2026-02-11 17:02:00,CLI-173,Efectivo,15300
14097,2026-02-11 12:33:00,CLI-222,Mercado Pago,12400
14098,2026-02-11 11:12:00,CLI-220,Debito,3200
14099,2026-02-11 17:34:00,Consumidor Final,Mercado Pago,18800
14100,2026-02-11 10:43:00,CLI-180,Mercado Pago,6000
14101,2026-02-11 17:10:00,CLI-294,Efectivo,6850
14102,2026-02-11 19:24:00,Consumidor Final,Credito,3200
14103,2026-02-11 10:54:00,Consumidor Final,Mercado Pago,3200
14104,2026-02-11 19:20:00,Consumidor Final,Efectivo,13050
14105,2026-02-11 17:15:00,CLI-199,Mercado Pago,12200
14106,2026-02-11 18:37:00,Consumidor Final,Mercado Pago,5500
14107,2026-02-11 16:44:00,CLI-240,Mercado Pago,16550
14108,2026-02-11 10:29:00,CLI-266,Efectivo,3200
14109,2026-02-11 09:17:00,Consumidor Final,Debito,2200
14110,2026-02-11 11:03:00,Consumidor Final,Efectivo,24450
14111,2026-02-11 16:32:00,Consumidor Final,Credito,7600
14112,2026-02-11 08:09:00,Consumidor Final,Debito,3200
14113,2026-02-11 12:02:00,CLI-140,Mercado Pago,3200
14114,2026-02-11 12:24:00,Consumidor Final,Mercado Pago,3200
14115,2026-02-11 12:08:00,CLI-131,Efectivo,2200
14116,2026-02-11 20:09:00,Consumidor Final,Efectivo,6300
14117,2026-02-11 10:12:00,CLI-196,Efectivo,8100
14118,2026-02-11 11:03:00,CLI-282,Credito,2700
14119,2026-02-11 09:11:00,CLI-188,Efectivo,9400
14120,2026-02-11 11:32:00,Consumidor Final,Efectivo,11400
14121,2026-02-11 18:38:00,CLI-122,Efectivo,7800
14122,2026-02-11 09:30:00,CLI-251,Mercado Pago,7000
14123,2026-02-11 20:20:00,Consumidor Final,Debito,4400
14124,2026-02-11 11:20:00,Consumidor Final,Mercado Pago,3200
14125,2026-02-11 19:36:00,CLI-272,Debito,3200
14126,2026-02-11 09:09:00,CLI-287,Debito,5400
14127,2026-02-11 19:00:00,CLI-110,Mercado Pago,3200
14128,2026-02-11 12:44:00,CLI-166,Efectivo,8550
14129,2026-02-11 10:55:00,Consumidor Final,Debito,3200
14130,2026-02-11 12:01:00,Consumidor Final,Debito,3200
14131,2026-02-11 18:36:00,CLI-199,Mercado Pago,5600
14132,2026-02-11 11:01:00,Consumidor Final,Mercado Pago,4900
14133,2026-02-11 20:21:00,CLI-135,Credito,5900
14134,2026-02-11 16:58:00,Consumidor Final,Mercado Pago,1600
14135,2026-02-11 12:17:00,Consumidor Final,Efectivo,3200
14136,2026-02-11 16:49:00,Consumidor Final,Efectivo,8400
14137,2026-02-11 10:40:00,Consumidor Final,Debito,12200
14138,2026-02-11 08:30:00,Consumidor Final,Credito,1800
14139,2026-02-11 08:47:00,CLI-123,Credito,18300
14140,2026-02-11 08:31:00,CLI-127,Credito,17650
14141,2026-02-11 12:35:00,CLI-101,Mercado Pago,5100
14142,2026-02-11 17:39:00,Consumidor Final,Mercado Pago,3200
14143,2026-02-11 10:00:00,CLI-246,Efectivo,750
14144,2026-02-11 11:01:00,CLI-297,Mercado Pago,13000
14145,2026-02-11 11:26:00,Consumidor Final,Mercado Pago,5900
14146,2026-02-11 20:06:00,CLI-252,Efectivo,2200
14147,2026-02-12 12:24:00,CLI-220,Debito,1500
14148,2026-02-12 18:04:00,CLI-139,Mercado Pago,3200
14149,2026-02-12 20:54:00,CLI-132,Debito,3200
14150,2026-02-12 20:34:00,Consumidor Final,Efectivo,5550
14151,2026-02-12 09:39:00,CLI-271,Credito,15850
14152,2026-02-12 17:13:00,Consumidor Final,Efectivo,3200
14153,2026-02-12 12:54:00,CLI-227,Debito,12150
14154,2026-02-12 19:29:00,CLI-139,Debito,3600
14155,2026-02-12 12:26:00,CLI-287,Mercado Pago,21600
14156,2026-02-12 10:14:00,Consumidor Final,Efectivo,4300
14157,2026-02-12 08:15:00,CLI-225,Mercado Pago,23000
14158,2026-02-12 11:08:00,CLI-142,Mercado Pago,14800
14159,2026-02-12 09:47:00,Consumidor Final,Efectivo,5200
14160,2026-02-12 10:56:00,Consumidor Final,Efectivo,2700
14161,2026-02-12 12:19:00,CLI-248,Credito,4450
14162,2026-02-12 10:39:00,CLI-232,Debito,13350
14163,2026-02-12 08:03:00,CLI-154,Efectivo,3200
